HPC_index,Framework,metal_smiles,organ_smiles,topo,LCD,PLD,VF,GSA,VSA,C2H4_10kPa,C2H6_10kPa,C2H4_100kPa,C2H6_100kPa,WC_C2H4,WC_C2H6,S1
3921,hMOF-5017535,[Zn][O]([Zn])([Zn])[Zn],"['O=C([O-])C=CC(=O)[O-]', 'CCOC12C3C4C5C(C41C#CC(=O)[O-])C2(OCC)C53C#CC(=O)[O-]']",pcu,9.49405,6.18079,0.693805,3682.821517,2483.095007,0.927650941,0.012271901,19.22864682,0.935133807,18.30099588,0.922861906,0.729484879
3922,hMOF-5017606,[Zn][O]([Zn])([Zn])[Zn],"['CCCC(=CC(=O)[O-])C(CCC)=C(CCC)C(=O)[O-]', 'CCCC12C3C4(C#CC(=O)[O-])C1C1(CCC)C4C3(CCC)C21C#CC(=O)[O-]']",pcu,9.27643,6.4074,0.660087,3208.995229,2107.442698,3.664673385,0.076320034,49.55662536,3.63056787,45.89195198,3.554247836,1.098914982
3923,hMOF-5017614,[Zn][O]([Zn])([Zn])[Zn],"['O=C([O-])C#CC12C3C4C5(C#CC(=O)[O-])C3(c3ccccc3)C1C5(c1ccccc1)C42c1ccccc1', 'O=C([O-])C=CC(=C(C(=O)[O-])c1ccccc1)c1ccccc1']",pcu,8.22924,4.64716,0.544078,2514.976567,1868.117597,2.877256276,0.059569432,39.40333411,2.797549213,36.52607783,2.737979781,1.064966687
3924,hMOF-5017615,[Zn][O]([Zn])([Zn])[Zn],"['O=C([O-])C#CC12C3C4C5(C#CC(=O)[O-])C(C1C35c1ccccc1)C42c1ccccc1', 'O=C([O-])C=C(C=C(C(=O)[O-])c1ccccc1)c1ccccc1']",pcu,7.68397,6.15206,0.584096,2854.463865,1998.855677,1.905603316,0.034781538,30.54490091,1.733149515,28.63929759,1.698367977,0.851115635
3925,hMOF-5017624,[Zn][O]([Zn])([Zn])[Zn],"['N#CC12C3C4C5(C#N)C3(C#CC(=O)[O-])C1C5(C#N)C42C#CC(=O)[O-]', 'N#CC(=CC(=O)[O-])C=C(C#N)C(=O)[O-]']",pcu,12.22515,10.51534,0.80314,5555.409376,2415.02254,0.41839467,0.005249138,14.03440139,0.346571105,13.61600672,0.341321967,0.370415982
3926,hMOF-5017711,[Zn][O]([Zn])([Zn])[Zn],"['CCC12C3C4C5C3(C#CC(=O)[O-])C1(CC)C5(CC)C42C#CC(=O)[O-]', 'CCC(C=CC(=O)[O-])=C(CC)C(=O)[O-]']",pcu,10.53263,6.94624,0.742812,4444.343386,2426.52539,0.869837597,0.011575249,22.97249282,0.852898209,22.10265522,0.84132296,0.556904
3927,hMOF-5017716,[Zn][O]([Zn])([Zn])[Zn],"['CCCC(C=CC(=O)[O-])=CC(=O)[O-]', 'CCCC12C3C4C5C3(C#CC(=O)[O-])C1C5(CCC)C42C#CC(=O)[O-]']",pcu,9.37204,7.45578,0.748459,4723.398131,2587.958008,0.667942537,0.007263403,20.39476392,0.684357828,19.72682138,0.677094425,0.503333476
3928,hMOF-5017754,[Zn][O]([Zn])([Zn])[Zn],"['COC(=CC=CC(=O)[O-])C(=O)[O-]', 'COC12C3C4C1(C#CC(=O)[O-])C1(OC)C2C3(C#CC(=O)[O-])C41OC']",pcu,11.25503,7.1509,0.75647,4768.208041,2482.040615,0.388067299,0.002813155,13.94066254,0.322920557,13.55259524,0.320107402,0.347458978
3929,hMOF-5017774,[Zn][O]([Zn])([Zn])[Zn],"['N=NC(C=CC(=O)[O-])=CC(=O)[O-]', 'N=NC12C3C4C5C(C41C#CC(=O)[O-])C2(N=N)C53C#CC(=O)[O-]']",pcu,10.46977,7.11517,0.77883,4689.695539,2419.518131,0.287557677,0.004010998,12.07156019,0.268891111,11.78400251,0.264880113,0.334121406
3930,hMOF-5017783,[Zn][O]([Zn])([Zn])[Zn],"['O=C([O-])C#CC12C3C4C1(F)C1(F)C2C3(F)C41C#CC(=O)[O-]', 'O=C([O-])C(=O)[O-]']",pcu,7.29597,4.88896,0.656991,2533.49188,2407.427331,2.566358291,0.058100555,39.47281604,3.07740944,36.90645775,3.019308885,1.169441307
3931,hMOF-5017813,[Zn][O]([Zn])([Zn])[Zn],"['O=C([O-])C#CC12C3C4C1C1(Br)C4(C#CC(=O)[O-])C3(Br)C21Br', 'O=C([O-])C(=O)[O-]']",pcu,6.95553,4.43193,0.633818,1903.93792,2252.417236,3.801688978,0.109763393,44.66599003,4.124877466,40.86430105,4.015114073,1.385241029
3932,hMOF-5017814,[Zn][O]([Zn])([Zn])[Zn],"['O=C([O-])C#CC12C3C4C1(Br)C1(Br)C4(C#CC(=O)[O-])C3(Br)C21Br', 'O=C([O-])C(=O)[O-]']",pcu,6.96469,4.43189,0.62951,1719.440847,2206.984264,4.428198646,0.158394947,46.11653737,4.371527492,41.68833872,4.213132545,1.421895834
3933,hMOF-5017831,[Zn][O]([Zn])([Zn])[Zn],"['CCC12C3C4C1(C#CC(=O)[O-])C1(CC)C2C3(C#CC(=O)[O-])C41CC', 'O=C([O-])C(=O)[O-]']",pcu,5.87943,4.63553,0.564753,1828.20672,1807.552337,4.78414069,0.144013626,47.89893212,4.198137611,43.11479143,4.054123985,1.314686181
3934,hMOF-5017832,[Zn][O]([Zn])([Zn])[Zn],"['CCCC12C3C4C1(C#CC(=O)[O-])C1(CCC)C2C3(C#CC(=O)[O-])C41CCC', 'CCCC12C3C4(C#CC(=O)[O-])C1(CCC)C1C2(C#CC(=O)[O-])C3(CCC)C14CCC']",pcu,13.15977,9.94985,0.784445,6167.272024,2460.455094,1.75081979,0.027660177,30.28710041,1.613807731,28.53628062,1.586147554,0.799254984
3935,hMOF-5017834,[Zn][O]([Zn])([Zn])[Zn],"['CCCC12C3C4C5C(C41C#CC(=O)[O-])C2(CCC)C53C#CC(=O)[O-]', 'O=C([O-])C(=O)[O-]']",pcu,6.99808,4.88254,0.616422,2013.012861,1990.270626,8.603751121,0.401392854,72.95674149,7.624618923,64.35299037,7.223226069,1.567631469
3936,hMOF-5017849,[Zn][O]([Zn])([Zn])[Zn],"['O=C([O-])C#CC12C3C4C1C1(c5ccccc5)C2C3(c2ccccc2)C41C#CC(=O)[O-]', 'O=C([O-])C#CC12C3C4C1C1(c5ccccc5)C2C3C41C#CC(=O)[O-]']",pcu,12.70432,9.59497,0.807955,6154.770272,2253.169975,0.855041165,0.011776534,19.80056663,0.685956073,18.94552547,0.674179539,0.519648821
3937,hMOF-5017850,[Zn][O]([Zn])([Zn])[Zn],"['O=C([O-])C#CC12C3C4C5(C#CC(=O)[O-])C(C1C35c1ccccc1)C42c1ccccc1', 'O=C([O-])C(=O)[O-]']",pcu,5.82688,4.67795,0.534898,1516.157088,1630.44463,12.92901124,0.850717078,67.0510077,7.54145605,54.12199646,6.690738972,1.687101278
3938,hMOF-5017863,[Zn][O]([Zn])([Zn])[Zn],"['N#CC12C3C4C5(C#N)C(C1C35C#CC(=O)[O-])C42C#CC(=O)[O-]', 'O=C([O-])C(=O)[O-]']",pcu,7.01698,4.88939,0.644083,2468.446051,2333.189128,3.281706844,0.083670768,43.73857942,3.561001043,40.45687258,3.477330275,1.221233436
3939,hMOF-5017871,[Zn][O]([Zn])([Zn])[Zn],"['O=C([O-])C(=O)[O-]', 'CCOC12C3C4C1(C#CC(=O)[O-])C1(OCC)C4(OCC)C3(C#CC(=O)[O-])C21OCC']",pcu,5.90546,4.4272,0.467005,1213.057922,1341.618713,8.514645848,0.413984095,52.9652198,5.400369446,44.45057395,4.986385351,1.529410092
3940,hMOF-5017873,[Zn][O]([Zn])([Zn])[Zn],"['CCOC12C3C4(C#CC(=O)[O-])C1(OCC)C1(OCC)C2(C#CC(=O)[O-])C3(OCC)C41OCC', 'CCOC12C3C4C1(C#CC(=O)[O-])C1(OCC)C2C3(C#CC(=O)[O-])C41OCC']",pcu,13.43395,6.87455,0.746603,5996.037348,2500.116234,0.821950724,0.009106436,18.1436255,0.697306379,17.32167478,0.688199943,0.576488733
3941,hMOF-5017875,[Zn][O]([Zn])([Zn])[Zn],"['CCCOC12C3C4C5C(C1C53C#CC(=O)[O-])C42C#CC(=O)[O-]', 'O=C([O-])C(=O)[O-]']",pcu,7.90147,4.88404,0.622581,2251.839018,2151.575733,4.979905024,0.16130894,56.84824262,5.335399045,51.8683376,5.174090105,1.407800523
3942,hMOF-5017996,[Zn][O]([Zn])([Zn])[Zn],"['CCCOc1c(C(=O)[O-])cc([O])c2c(OCCC)c(C(=O)[O-])ccc12', 'CCCOC12C3C4C5C(C1C53C#CC(=O)[O-])C42C#CC(=O)[O-]']",pcu,12.92468,8.94935,0.792384,4801.490479,2072.63804,0.817865283,0.009572185,20.00620027,0.75709304,19.18833499,0.747520855,0.567643803
3943,hMOF-5018054,[Zn][O]([Zn])([Zn])[Zn],"['CCC12C3C4C1(C#CC(=O)[O-])C1(CC)C2C3(C#CC(=O)[O-])C41CC', 'CCc1cc(CC)c2c(C(=O)[O-])c(CC)cc(C(=O)[O-])c2c1']",pcu,9.09171,6.14887,0.670251,3240.193803,2190.976565,4.60149612,0.114490122,49.70533604,3.810132908,45.10383992,3.695642786,1.149816059
3944,hMOF-5018071,[Zn][O]([Zn])([Zn])[Zn],"['O=C([O-])c1ccc(C(=O)[O-])c2cc(-c3ccccc3)ccc12', 'O=C([O-])C#CC12C3C4C1C1(c5ccccc5)C4(C#CC(=O)[O-])C3C21c1ccccc1']",pcu,7.90238,5.30708,0.644812,3086.63667,2177.673892,4.120840525,0.105579148,51.73625071,4.193321002,47.61541019,4.087741854,1.215778379
3945,hMOF-5018167,[Zn][O]([Zn])([Zn])[Zn],"['O=C([O-])C#CC12C3(c4ccccc4)C4(c5ccccc5)C5(C#CC(=O)[O-])C3(c3ccccc3)C1(c1ccccc1)C5(c1ccccc1)C24c1ccccc1', 'O=C([O-])c1c2ccc(-c3ccccc3)cc2c(C(=O)[O-])c2cc(-c3ccccc3)ccc12']",pcu,6.36371,4.20533,0.428979,995.828176,1015.82893,26.52324952,3.120825071,63.38773863,8.307818388,36.86448911,5.186993317,1.965952383
3946,hMOF-5018170,[Zn][O]([Zn])([Zn])[Zn],"['O=C([O-])c1c2ccc(-c3ccccc3)cc2c(C(=O)[O-])c2cc(-c3ccccc3)c(-c3ccccc3)cc12', 'O=C([O-])C#CC12C3C4C1C1(c5ccccc5)C4(C#CC(=O)[O-])C3C21c1ccccc1']",pcu,6.0999,3.62829,0.423938,972.92318,908.794219,17.09540654,1.496748477,46.40589756,4.572362364,29.31049102,3.075613887,1.477946534
3947,hMOF-5018196,[Zn][O]([Zn])([Zn])[Zn],"['CCCOC12C3C4C1(C#CC(=O)[O-])C1(OCCC)C2C3(C#CC(=O)[O-])C41OCCC', 'CCCOc1ccc2c(C(=O)[O-])c3cc(OCCC)c(OCCC)cc3c(C(=O)[O-])c2c1']",pcu,9.37183,7.53038,0.660717,3515.677961,2163.910992,3.92306328,0.102544732,41.70688809,3.227522724,37.78382481,3.124977992,1.160787656
3948,hMOF-5018198,[Zn][O]([Zn])([Zn])[Zn],['CCCOc1[c]cc2c(C(=O)[O-])c3cc(OCCC)ccc3c(C(=O)[O-])c2c1'],pcu,8.25917,5.16822,0.598897,2286.717647,1874.701908,12.40851833,0.782774045,63.4318297,6.14565008,51.02331137,5.362876035,1.45328854
3949,hMOF-5018628,[Zn][O]([Zn])([Zn])[Zn],"['O=C([O-])C#CC12C3C4C1C1(c5ccccc5)C2C3C41C#CC(=O)[O-]', 'O=C([O-])C#CC#CC(=O)[O-]']",pcu,12.10312,9.68847,0.828593,5392.374822,2219.266158,0.239139873,0.001459159,10.37753558,0.195365117,10.13839571,0.193905958,0.282386577
3950,hMOF-5018978,[Zn][O]([Zn])([Zn])[Zn],"['O=C([O-])C#CC=C(Cl)C#CC(=O)[O-]', 'O=C([O-])C#CC12C3[C]4C1C1(Cl)C4(C#CC(=O)OCl)C3(Cl)C21Cl']",pcu,3.92307,2.83233,0.201121,101.706844,151.12363,0.133134633,0.001137617,3.759756846,0.071234892,3.626622213,0.070097275,0.284200129
3951,hMOF-5019043,[Zn][O]([Zn])([Zn])[Zn],"['CCCC12C3C4C5C3(C#CC(=O)[O-])C1C5(CCC)C42C#CC(=O)[O-]', 'CCCC(C#CC(=O)[O-])=CC#CC(=O)[O-]']",pcu,13.63759,9.26691,0.825531,6657.216426,2377.003587,0.723240646,0.009823936,19.02535754,0.622762922,18.30211689,0.612938986,0.490999647
3952,hMOF-5019126,[Zn][O]([Zn])([Zn])[Zn],"['CCOC12C3C4C5C3(C#CC(=O)[O-])C1C5(OCC)C42C#CC(=O)[O-]', 'O=C([O-])C#CC=CC#CC(=O)[O-]']",pcu,14.11104,9.00648,0.826814,6734.503202,2331.629652,0.431931612,0.002821406,13.8139886,0.331643453,13.38205699,0.328822047,0.360116976
3953,hMOF-5019138,[Zn][O]([Zn])([Zn])[Zn],"['CCCOC12C3C4(C#CC(=O)[O-])C1(OCCC)C1(OCCC)C2(C#CC(=O)[O-])C3(OCCC)C41OCCC', 'CCCOC(C#CC(=O)[O-])=CC#CC(=O)[O-]']",pcu,11.6455,9.66479,0.755306,5262.516652,2328.172921,0.693253905,0.007866392,18.06741718,0.61133105,17.37416328,0.603464658,0.507541596
3956,hMOF-5019446,[Zn][O]([Zn])([Zn])[Zn],"['O=C([O-])C#CC12C3C4C1C1(O)C2C3(O)C41C#CC(=O)[O-]', 'O=C([O-])C12C3C4(O)C1(O)C1(O)C2(O)C3(O)C41C(=O)[O-]']",pcu,14.39917,10.01817,0.79797,5269.772679,2320.462687,0.3782273,0.002574726,12.47094454,0.276139401,12.09271724,0.273564675,0.332139318
3957,hMOF-5019468,[Zn][O]([Zn])([Zn])[Zn],"['CCCOC12C3C4C5C3(C#CC(=O)[O-])C1C5(OCCC)C42C#CC(=O)[O-]', 'CCCOC12C3C4C5(OCCC)C3(C(=O)[O-])C1C5(OCCC)C42C(=O)[O-]']",pcu,7.98616,5.51171,0.51399,1965.221858,1550.928201,3.899021438,0.075048493,37.39062112,2.439951077,33.49159968,2.364902584,0.978835469
3958,hMOF-5019571,[Zn][O]([Zn])([Zn])[Zn],"['CCCC12C3C4C5C(C1C53C#CC(=O)[O-])C42C#CC(=O)[O-]', 'CCCC12C3C4C1(C#CC(=O)[O-])C1(CCC)C2C3(C#CC(=O)[O-])C41CCC']",pcu,15.94375,11.51163,0.83091,5902.237423,2004.099683,0.548877811,0.00570777,16.17116107,0.459883191,15.62228326,0.454175421,0.426577154
3959,hMOF-5019597,[Zn][O]([Zn])([Zn])[Zn],"['O=C([O-])C#CC12C3C4C5(C#CC(=O)[O-])C3(c3ccccc3)C1C5(c1ccccc1)C42c1ccccc1', 'O=C([O-])C#CC12C3C4C5(C#CC(=O)[O-])C3(c3ccccc3)C1(c1ccccc1)C5(c1ccccc1)C42c1ccccc1']",pcu,10.93646,7.7392,0.684176,4555.637055,2255.020217,2.134091721,0.041470481,29.00640399,1.684069084,26.87231227,1.642598603,0.870877902
3960,hMOF-5019598,[Zn][O]([Zn])([Zn])[Zn],"['O=C([O-])C#CC12C3C4(c5ccccc5)C5(C#CC(=O)[O-])C3(c3ccccc3)C1(c1ccccc1)C5(c1ccccc1)C24c1ccccc1', 'O=C([O-])C#CC12C3C4C1C1(c5ccccc5)C4(C#CC(=O)[O-])C3C21c1ccccc1']",pcu,11.79531,7.99522,0.700795,4891.364569,2316.11276,2.397733833,0.052624014,27.81254303,1.681211944,25.4148092,1.62858793,0.906719646
3961,hMOF-5019647,[Zn][O]([Zn])([Zn])[Zn],"['CCOC12C3C4C1(C#CC(=O)[O-])C1(OCC)C2C3(C#CC(=O)[O-])C41OCC', 'CCOC12C3C4(C#CC(=O)[O-])C1(OCC)C1C2(C#CC(=O)[O-])C3(OCC)C14OCC']",pcu,13.21355,8.79604,0.760045,5662.588046,2290.650191,0.850254252,0.00879978,19.14470255,0.703884586,18.2944483,0.695084806,0.551498189
3962,hMOF-5019650,[Zn][O]([Zn])([Zn])[Zn],"['CCOC12C3C4(C#CC(=O)[O-])C1C1(OCC)C2(C#CC(=O)[O-])C3(OCC)C41OCC', 'CCOC12C3C4C5C(C1C53C#CC(=O)[O-])C42C#CC(=O)[O-]']",pcu,15.25361,8.93287,0.809299,6298.933635,2234.685625,0.573711381,0.007246646,15.49879178,0.465569127,14.9250804,0.458322481,0.450585891
3963,hMOF-5019655,[Zn][O]([Zn])([Zn])[Zn],"['CCCOC12C3C4(C#CC(=O)[O-])C1C1(OCCC)C4C3(OCCC)C21C#CC(=O)[O-]', 'CCCOC12C3C4C1(C#CC(=O)[O-])C1(OCCC)C4(OCCC)C3(C#CC(=O)[O-])C21OCCC']",pcu,12.92121,7.32728,0.729473,5162.734207,2377.565938,1.38241423,0.019152483,24.52256494,1.15799522,23.14015071,1.138842737,0.708324286
3964,hMOF-5019713,[Zn][O]([Zn])([Zn])[Zn],"['CCc1[c]c(C=Cc2ccc(C(=O)[O-])cc2CC)c(CC)c(CC)c1C(=O)[O-]', 'CCc1cc(C(=O)[O-])c(CC)c(CC)c1C(=O)[O-]']",pcu,9.86026,6.88179,0.712874,3323.587817,2097.192094,4.081483765,0.09100285,50.46659757,3.706912711,46.38511381,3.615909861,1.101791944
3965,hMOF-5019728,[Zn][O]([Zn])([Zn])[Zn],"['O=C([O-])c1ccc(C(=O)[O-])c(-c2ccccc2)c1', 'O=C([O-])c1cc(-c2ccccc2)c(C=Cc2ccc(C(=O)[O-])c(-c3ccccc3)c2)c(-c2ccccc2)c1']",pcu,9.13535,4.90617,0.630924,3235.033896,2165.463605,2.046966225,0.037130131,35.43534177,2.141916469,33.38837555,2.104786338,0.906686529
3966,hMOF-5019729,[Zn][O]([Zn])([Zn])[Zn],"['O=C([O-])c1cc(-c2ccccc2)c(C(=Cc2cc(-c3ccccc3)c(C(=O)[O-])c(-c3ccccc3)c2)c2ccccc2)c(-c2ccccc2)c1-c1ccccc1', 'O=C([O-])c1ccc(C(=O)[O-])c(-c2ccccc2)c1']",pcu,7.69855,4.29979,0.525889,2161.287672,1710.390578,4.130017827,0.118151865,41.4064109,3.15935627,37.27639307,3.041204405,1.144517069
3967,hMOF-5019766,[Zn][O]([Zn])([Zn])[Zn],"['[CH2]OC(=Cc1cc(OCCC)c(C(=O)[O-])c(OCCC)c1)c1c(OCCC)cc(C(=O)[O-])cc1OCCC', 'CCCOc1cc(C(=O)[O-])ccc1C(=O)[O-]']",pcu,8.02704,6.09663,0.66298,3247.563553,2219.253768,3.105289551,0.068144584,41.83946014,3.0452522,38.73417059,2.977107616,1.091763203
3968,hMOF-5020059,[Zn][O]([Zn])([Zn])[Zn],"['O=C([O-])c1ccc(C(=O)[O-])c2c1CC2c1ccccc1', 'O=C([O-])c1ccc(C=Cc2ccc(C(=O)[O-])c(-c3ccccc3)c2)cc1-c1ccccc1']",pcu,9.93554,8.02047,0.636832,2769.152073,1818.190843,1.565441437,0.027479888,25.6546992,1.314245612,24.08925776,1.286765724,0.768423907
3969,hMOF-5020112,[Zn][O]([Zn])([Zn])[Zn],"['O=C([O-])c1cc(Cl)c(C=Cc2c(Cl)c(Cl)c(C(=O)[O-])c(Cl)c2Cl)cc1Cl', 'O=C([O-])C#CC(=O)[O-]']",pcu,8.27946,7.69423,0.793521,3634.656813,2470.532534,1.376772396,0.021016988,24.20780079,1.459946007,22.83102839,1.438929019,0.904633605
3970,hMOF-5020138,[Zn][O]([Zn])([Zn])[Zn],"['O=C([O-])C#CC(=O)[O-]', 'CCc1cc(C(=O)[O-])c[c]c1C=Cc1cc(CC)c(C(=O)[O-])cc1CC']",pcu,8.5074,6.47045,0.753733,4297.158929,2637.627052,1.873114263,0.030275412,30.38462964,2.087164254,28.51151538,2.056888842,1.030371743
3971,hMOF-5020139,[Zn][O]([Zn])([Zn])[Zn],"['CCCc1cc([C]=Cc2cc(CCC)c(C(=O)[O-])c(CCC)c2)cc(CCC)c1C(=O)[O-]', 'O=C([O-])C#CC(=O)[O-]']",pcu,8.16508,5.38149,0.715759,3875.064069,2643.875482,5.119800011,0.174304333,60.62812546,5.794744063,55.50832545,5.62043973,1.433677197
3972,hMOF-5020141,[Zn][O]([Zn])([Zn])[Zn],"['O=C([O-])C#CC(=O)[O-]', 'CCCc1cc(C(=O)[O-])c(CCC)cc1C=Cc1ccc(C(=O)[O-])c(CCC)c1']",pcu,7.81873,6.26236,0.741667,4430.798891,2762.997014,2.181146459,0.039339454,33.19386574,2.406460573,31.01271928,2.367121119,1.087457209
3973,hMOF-5020154,[Zn][O]([Zn])([Zn])[Zn],"['O=C([O-])c1ccc(C=C(c2ccccc2)c2cc(-c3ccccc3)c(C(=O)[O-])cc2-c2ccccc2)cc1-c1ccccc1', 'O=C([O-])C#CC(=O)[O-]']",pcu,6.70687,4.68899,0.640963,3176.679804,2375.636015,5.131322914,0.186606228,53.50367505,5.170339524,48.37235214,4.983733296,1.449528332
3974,hMOF-5020155,[Zn][O]([Zn])([Zn])[Zn],"['O=C([O-])c1ccc(C(=C(c2ccccc2)c2ccc(C(=O)[O-])c(-c3ccccc3)c2-c2ccccc2)c2ccccc2)c(-c2ccccc2)c1-c1ccccc1', 'O=C([O-])C#CC(=O)[O-]']",pcu,6.3783,4.94543,0.553976,2113.729292,1805.031,13.74628652,1.073324858,74.35792253,8.632206269,60.61163601,7.558881411,1.741349
3975,hMOF-5020156,[Zn][O]([Zn])([Zn])[Zn],"['O=C([O-])C#CC(=O)[O-]', 'O=C([O-])c1ccc(C(=C(c2ccccc2)c2ccc(C(=O)[O-])c(-c3ccccc3)c2-c2ccccc2)c2ccccc2)cc1']",pcu,7.88308,5.28074,0.635242,2931.624852,2192.491836,4.997900041,0.193863782,47.19169325,4.373866519,42.19379321,4.180002737,1.390244623
3976,hMOF-5020157,[Zn][O]([Zn])([Zn])[Zn],"['O=C([O-])C#CC(=O)[O-]', 'O=C([O-])c1ccc(C(=C(c2ccccc2)c2cc(-c3ccccc3)c(C(=O)[O-])c(-c3ccccc3)c2-c2ccccc2)c2ccccc2)cc1-c1ccccc1']",pcu,6.70883,4.68257,0.542061,1915.618504,1635.853213,11.51132012,0.884336298,64.8586162,7.498478289,53.34729608,6.614141991,1.734190165
3977,hMOF-5020171,[Zn][O]([Zn])([Zn])[Zn],"['O=C([O-])C#CC(=O)[O-]', 'N#CC(=Cc1ccc(C(=O)[O-])cc1C#N)c1c(C#N)c(C#N)c(C(=O)[O-])c(C#N)c1C#N']",pcu,9.00503,6.54267,0.77545,4085.632321,2615.805591,1.571275049,0.025229382,26.57216819,1.707052528,25.00089314,1.681823146,0.963631862
3978,hMOF-5020175,[Zn][O]([Zn])([Zn])[Zn],"['O=C([O-])C#CC(=O)[O-]', 'N#Cc1cc(C(=O)[O-])ccc1C=Cc1c(C#N)cc(C(=O)[O-])c(C#N)c1C#N']",pcu,9.01091,6.54475,0.777394,4236.76095,2564.58248,1.015756182,0.014345826,20.17367381,1.028523967,19.15791763,1.014178141,0.764752105
3979,hMOF-5020185,[Zn][O]([Zn])([Zn])[Zn],"['O=C([O-])C#CC(=O)[O-]', 'COc1cc(C=Cc2ccc(C(=O)[O-])c(OC)c2OC)c(OC)c(OC)c1C(=O)[O-]']",pcu,8.60411,7.34419,0.745309,3972.678182,2543.504841,1.209964459,0.017564219,22.48430257,1.23369989,21.27433811,1.216135671,0.823040799
3980,hMOF-5020196,[Zn][O]([Zn])([Zn])[Zn],"['O=C([O-])C#CC(=O)[O-]', '[CH2]OC1=C(c2ccc(C(=O)[O-])c(OCC)c2)OCOc2cc(C(=O)[O-])c(OCC)cc21']",pcu,8.10624,5.7964,0.690802,3591.913204,2475.390795,2.334881808,0.048953135,33.01337648,2.432158049,30.67849467,2.383204914,1.105078445
3981,hMOF-5020197,[Zn][O]([Zn])([Zn])[Zn],"['CCOC(=Cc1ccc(C(=O)[O-])cc1)c1cc(OCC)c(C(=O)[O-])cc1[O]', 'O=C([O-])C#CC(=O)[O-]']",pcu,8.86863,6.1367,0.736724,4375.340082,2746.471694,1.959296631,0.040810034,29.84887361,2.015808153,27.88957698,1.974998119,1.013007147
3982,hMOF-5020201,[Zn][O]([Zn])([Zn])[Zn],"['CCCOC(=Cc1ccc(C(=O)[O-])cc1)c1ccc(C(=O)[O-])cc1', 'O=C([O-])C#CC(=O)[O-]']",pcu,9.3873,6.63114,0.784627,4543.140326,2617.103727,0.968010259,0.011079772,19.76480528,0.95293574,18.79679502,0.941855968,0.723206523
3983,hMOF-5020202,[Zn][O]([Zn])([Zn])[Zn],"['CCCOC(=[C]c1cc(OCCC)c(C(=O)[O-])cc1[O])c1c([O])c(OCCC)c(C(=O)[O-])c(OCCC)c1OCOCC', 'O=C([O-])C#CC(=O)[O-]']",pcu,6.42852,4.72966,0.630945,2230.780596,1917.55636,21.50292111,2.245815413,88.16273928,10.96085818,66.65981817,8.715042767,1.864879359
3984,hMOF-5020207,[Zn][O]([Zn])([Zn])[Zn],"['O=C([O-])C#CC(=O)[O-]', 'N=NC(=Cc1ccc(C(=O)[O-])c(N=N)c1)c1cc(N=N)c(C(=O)[O-])cc1N=N']",pcu,7.92103,6.52822,0.769472,4410.327805,2706.600934,1.021343381,0.015777194,20.57508834,1.047520788,19.55374496,1.031743594,0.763681378
3985,hMOF-5020259,[Zn][O]([Zn])([Zn])[Zn],['O=C([O-])c1[c][c]c(C=C(Br)c2[c][c]c(C(=O)[O-])c[c]2)c[c]1'],pcu,5.83402,5.25263,0.529731,735.519739,1294.673991,24.59481619,3.902890381,40.05562767,5.777478923,15.46081148,1.874588542,2.163545771
3986,hMOF-5020553,[Zn][O]([Zn])([Zn])[Zn],['O=C([O-])c1[c]cc(C(Cl)=Cc2ccc(C(=O)[O-])cc2Cl)[c]c1'],pcu,5.62377,4.53541,0.50114,934.821076,1218.145249,24.69931202,3.138446332,66.80879132,7.917469398,42.1094793,4.779023066,1.777640916
3987,hMOF-5020735,[Zn][O]([Zn])([Zn])[Zn],"['O=C([O-])c1ccc(C=Cc2c(Br)cc(C(=O)[O-])c(Br)c2Br)cc1Br', 'O=C([O-])C=C(Br)C(=O)[O-]']",pcu,8.28344,5.68775,0.742594,2600.648166,2465.672148,1.73049341,0.035995703,24.35789211,1.822082476,22.6273987,1.786086773,1.122069062
3988,hMOF-5020736,[Zn][O]([Zn])([Zn])[Zn],"['O=C([O-])C=C(Br)C(=O)[O-]', 'O=C([O-])c1[c]cc(C=Cc2c(Br)[c]c(C(=O)[O-])cc2Br)cc1']",pcu,4.52562,3.55885,0.412804,444.720676,843.278532,24.31552217,3.007790924,43.08825604,4.815200152,18.77273387,1.807409228,1.676280474
3989,hMOF-5020755,[Zn][O]([Zn])([Zn])[Zn],"['CCc1cc(C(=O)[O-])c(CC)cc1C=Cc1ccc(C(=O)[O-])c(CC)c1', 'CCC(=CC(=O)[O-])C(=O)[O-]']",pcu,7.77517,5.64077,0.684493,3440.692111,2421.133206,3.218899044,0.075892964,42.05650894,3.444052719,38.8376099,3.368159755,1.228366122
3990,hMOF-5020767,[Zn][O]([Zn])([Zn])[Zn],"['O=C([O-])c1ccc(C=C(c2ccccc2)c2c(-c3ccccc3)c(-c3ccccc3)c(C(=O)[O-])c(-c3ccccc3)c2-c2ccccc2)cc1-c1ccccc1', 'O=C([O-])C=C(C(=O)[O-])c1ccccc1']",pcu,4.77824,3.46357,0.354261,484.544823,516.125705,13.05760582,0.884518545,49.52045794,4.661308119,36.46285212,3.776789574,1.411934071
